,Acousticness,Album,Artist,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,TimeSignature,Valence
39,0.105,King Of Mambo,Lou Bega,0.606,219600,0.816,False,0.0,0.311,-6.862,0,Mambo No. 5 (A Little Bit of...),0,0.407,174.206,4,0.908
0,0.0102,702,702,0.676,38963,0.408,False,0.395,0.105,-13.566,0,"""7"" (Interlude)",17,0.0394,148.076,4,0.873
30,0.179,Star,702,0.726,149853,0.837,False,0.185,0.152,-5.592,0,Reality,15,0.0584,97.395,4,0.734
19,0.382,Message to the Other Side (Osirus Pt. 1),Ol' Dirty Bastard,0.614,150040,0.603,True,0,0.0957,-4.611,0,Fort Green Projects,13,0.325,84.013,4,0.567
49,0.116,Osirus - The Official Mixtape,Ol' Dirty Bastard,0.696,429067,0.753,False,0,0.0715,-4.406,1,Move Back,19,0.541,129.582,5,0.711
10,0.000499,Evil Empire,Rage Against The Machine,0.354,239640,0.711,True,0.000423,0.245,-10.134,0,Year of tha Boomerang,46,0.149,84.268,4,0.518
40,0.00184,Renegades,Rage Against The Machine,0.651,274160,0.908,False,0.000579,0.384,-4.019,1,Renegades Of Funk,65,0.0577,123.851,4,0.769
9,0.148,Make The Difference,Tracie Spencer,0.796,253800,0.718,False,3.35e-05,0.681,-9.581,1,Sweeter Love,5,0.0573,111.915,4,0.92
5,0.249,Bravebird,Amel Larrieux,0.612,297267,0.643,False,0,0.0746,-7.021,1,We Can Be New,26,0.175,81.236,4,0.447
35,0.287,Infinite Possibilities,Amel Larrieux,0.714,298533,0.557,False,0.00262,0.119,-10.617,0,Down,16,0.0431,120.002,4,0.499
7,0.0354,7…(The Deluxe Edition),Mint Condition,0.847,297200,0.551,False,0.0219,0.0509,-7.596,0,Ease The Pain,1,0.0458,94.177,4,0.755
37,0.41,Definition Of A Band,Mint Condition,0.622,281000,0.739,False,0.0,0.0961,-7.687,1,On & On,24,0.0424,113.853,4,0.475
67,0.113,From The Mint Factory,Mint Condition,0.667,297160,0.804,False,0.000131,0.0496,-6.232,1,Harmony,14,0.0513,90.962,4,0.67
97,0.0164,Livin' the Luxury Brown,Mint Condition,0.625,222693,0.695,False,0.0575,0.083,-5.582,1,My Sista,16,0.276,189.956,4,0.489
127,0.00622,Mint Condition (Live from the 9:30 Club),Mint Condition,0.599,227787,0.882,False,0.000152,0.322,-10.321,0,Swole (Live),13,0.275,95.251,4,0.358
157,0.211,The Collection (1991-1998),Mint Condition,0.521,342667,0.482,False,9.61e-06,0.0796,-9.433,0,10 Million Strong,15,0.0398,80.016,4,0.0759
19,0.922,Bon Iver,Bon,0.489,316800,0.249,False,0.597,0.112,-12.812,1,Beth/Rest,54,0.0323,128.171,4,0.0507
7,0.828,Swings Both Ways (Deluxe),Robbie Williams,0.215,199133,0.186,False,0.0271,0.237,-13.738,1,Snowblind,36,0.0325,98.822,3,0.0685
37,0.0506,The Heavy Entertainment Show (Deluxe),Robbie Williams,0.729,175813,0.709,False,0,0.0347,-6.302,0,Pretty Woman,42,0.028,109.945,4,0.755
67,0.0024,Escapology,Robbie Williams,0.44,236533,0.472,True,0,0.052,-5.25,1,Handsome Man,37,0.0772,182.878,4,0.544
97,0.532,Intensive Care,Robbie Williams,0.17,373106,0.227,False,0.00164,0.105,-12.599,0,King Of Bloke & Bird,27,0.0324,181.902,4,0.0374
127,0.12,Reality Killed The Video Star,Robbie Williams,0.822,246490,0.952,False,0,0.0921,-3.499,1,Do You Mind,0,0.0512,120.065,4,0.95
157,0.026,Sing When You're Winning,Robbie Williams,0.712,260560,0.762,False,0,0.0981,-4.307,1,Rock DJ,58,0.0326,103.032,4,0.842
187,0.151,The Ego Has Landed,Robbie Williams,0.437,265733,0.586,False,3.13e-06,0.0996,-6.708,1,Angels,16,0.0274,150.14,4,0.252
217,0.028,"Under The Radar, Vol. 3",Robbie Williams,0.675,215160,0.85,True,0,0.116,-7.882,1,No F**ks,34,0.0483,120.032,4,0.678
22,0.244,A Ass Pocket of Whiskey,R.L.,0.706,181840,0.154,True,6.79e-06,0.119,-16.857,0,Tojo Told Hitler,5,0.371,142.293,4,0.424
52,0.257,Come on In,R.L.,0.666,252467,0.587,False,0.846,0.0966,-10.904,0,Don't Stop Honey,22,0.0622,92.659,4,0.328
82,0.797,Long Distance Call,R.L.,0.686,247960,0.202,False,0.000542,0.11,-11.248,1,Sweet Blank Angel,3,0.076,111.011,4,0.607
112,0.583,Mississippi Hill Country Blues,R.L.,0.549,182373,0.475,False,0.000309,0.128,-12.531,1,Poor Boy,12,0.0704,205.458,4,0.799
142,0.966,Rollin' & Tumblin',R.L.,0.572,244240,0.158,False,0.094,0.126,-15.452,1,When My First Wife Left Me T2,13,0.0628,122.001,3,0.564
7,0.109,Contact!,Eiffel 65,0.374,268738,0.664,False,0.000308,0.348,-9.669,0,I Don't Wanna Lose - Album Cut,14,0.0321,89.999,4,0.0733
37,0.0175,Eiffel 65 (The English Album),Eiffel 65,0.495,218431,0.894,False,0.0,0.422,-7.048,0,You Believe - Gabry Ponte FM Cut,21,0.0405,134.976,4,0.475
4,0.679,I Am the Rain,Chely Wright,0.486,292512,0.379,False,7.42e-06,0.108,-9.922,0,Holy War,17,0.0341,106.415,3,0.23
34,0.571,Lifted Off The Ground,Chely Wright,0.526,257840,0.175,False,0.0,0.0977,-10.568,1,Don't Look Down,0,0.034,126.269,4,0.122
64,0.772,Right In The Middle Of It,Chely Wright,0.568,228627,0.343,False,6.11e-05,0.128,-8.737,1,What I Learned From Loving You,1,0.0247,72.595,4,0.213
94,0.0769,The Definitive Collection,Chely Wright,0.46,231907,0.65,False,0.0,0.338,-6.9,1,Never Love You Enough,14,0.0343,140.194,4,0.497
4,0.234,Can't Ban the Snowman,Drama,0.558,166827,0.694,False,0,0.266,-6.665,1,Reintroduction,13,0.496,87.422,4,0.786
34,0.0125,Dreamchasers,Drama,0.402,220448,0.793,True,0,0.189,-5.042,1,Realest You Ever Seen,22,0.3,80.934,4,0.283
64,0.0648,Election Day,Drama,0.52,220867,0.809,True,0,0.274,-9.264,1,Watch My Hustle,7,0.424,87.646,4,0.344
94,0.107,Gangsta Grillz Hitz,Drama,0.734,227360,0.756,False,0,0.388,-8.045,0,Gangsta Gangsta,4,0.304,87.303,4,0.625
124,0.17,Gangsta Grillz Legends Series,Drama,0.527,297227,0.791,True,0,0.672,-10.202,0,Bun B Speaks #4,1,0.423,176.351,4,0.404
154,0.38,Gangsta Grillz Legends Series Unloaded,Drama,0.784,214893,0.495,True,0,0.394,-11.044,1,Texas,5,0.596,161.54,4,0.549
184,0.0265,Gangsta Grillz Legends Series Unloaded,Drama,0.79,268213,0.43,True,2.46e-05,0.647,-17.993,1,Don’t Make Me Freestyle [Screwed],1,0.292,127.539,4,0.445
214,0.209,Gangsta Grillz The Album,Drama,0.596,221187,0.726,False,0,0.659,-7.175,0,"No More (feat. Lloyd, Willie The Kid & T.I.)",2,0.347,95.767,4,0.636
244,0.114,Headcrack Entertainment,Drama,0.686,241880,0.549,False,0,0.297,-11.325,0,Watch Ya Language,0,0.0564,82.02,4,0.56
274,0.272,Hood Generals,Drama,0.684,92840,0.708,True,0,0.442,-10.655,1,Street Nigga,5,0.444,86.233,4,0.498
304,0.193,Quality Street Music,Drama,0.602,209240,0.866,True,0,0.0695,-3.111,0,"So Many Girls (feat. Wale, Tyga & Roscoe Dash)",39,0.076,145.059,4,0.586
334,0.166,Screwed In The Grillz Vol. 1,Drama,0.943,344587,0.326,True,0.00592,0.255,-8.776,0,Don't Bite The Dick,4,0.378,126.466,4,0.102
364,0.244,Superfly,Drama,0.508,192507,0.783,True,0,0.21,-6.224,0,Dope Boy Swag (feat. Red Cafe),3,0.428,158.635,4,0.839
394,0.0263,The Legend Series - Gangsta Grillz,Drama,0.666,223373,0.506,True,0,0.622,-16.786,1,U.G.K. Story,5,0.5,76.488,4,0.376
424,0.756,Trap or Die,Drama,0.735,54780,0.254,True,0,0.26,-9.557,1,We Tried to Tell 'em,12,0.904,74.838,3,0.849
6,0.13,Get It How U Live!!,Hot Boys,0.646,241800,0.789,True,6.3e-06,0.402,-7.85,1,Take It Off Your Shoulder,20,0.293,185.739,4,0.536
36,0.0106,Let Em Burn,Hot Boys,0.771,255467,0.91,False,5.68e-05,0.0401,-5.325,1,Down Here - Album Version (Edited),20,0.211,165.282,4,0.795
0,0.648,A Ty Herndon Christmas,Ty Herndon,0.366,58800,0.0572,False,0,0.164,-7.334,1,Oh Come All Ye Faithful (Acapella),1,0.0556,176.025,4,0.186
30,0.55,Got It Covered,Ty Herndon,0.409,291072,0.513,False,0,0.0958,-6.309,1,Heart Half Empty,13,0.0268,147.547,4,0.369
60,0.0625,Living In A Moment,Ty Herndon,0.743,247373,0.699,False,0,0.0825,-7.591,1,Returning The Faith,8,0.0263,104.026,4,0.857
90,0.0441,Steam,Ty Herndon,0.453,247960,0.798,False,0.000294,0.106,-6.255,1,Lookin' For The Good Life,5,0.0448,168.549,4,0.582
10,0.262,Get It On...Tonite,Montell Jordan,0.792,316400,0.358,False,0,0.288,-9.622,1,Time To Say Goodbye,16,0.0551,130.238,4,0.361
40,0.0367,Let's Ride,Montell Jordan,0.496,315133,0.571,False,0,0.106,-4.994,1,Let's Ride,6,0.23,163.029,5,0.76
70,0.574,More ...,Montell Jordan,0.752,310373,0.431,False,3.65e-05,0.115,-7.114,1,Never Alone,15,0.0373,121.721,4,0.324
100,0.675,This Is How We Do It,Montell Jordan,0.454,268773,0.301,False,0,0.384,-12.389,0,Daddy's Home,18,0.036,95.853,4,0.451
29,0.0446,Hooray For Boobies,Bloodhound Gang,0.705,228960,0.875,False,7.74e-05,0.194,-5.588,1,Yummy Down On This,38,0.241,197.956,4,0.905
59,0.00352,Show Us Your Hits,Bloodhound Gang,0.822,259827,0.71,False,0.0288,0.166,-6.894,0,The Bad Touch,32,0.0389,122.972,4,0.971
0,0.954,Coming of Age,Sammie,0.293,284813,0.298,True,0,0.202,-7.789,1,COA,34,0.0465,69.382,4,0.41
30,0.0179,From The Bottom To The Top,Sammie,0.747,234011,0.63,False,0.00013,0.0667,-6.17,1,Stuff Like This,22,0.0296,94.86,4,0.418
8,0.488,90 Millas,Gloria Estefan,0.758,222307,0.822,False,0,0.193,-4.123,1,A Bailar,9,0.0474,100.021,4,0.964
38,0.0106,Alma Caribeña,Gloria Estefan,0.671,283600,0.941,False,0.0262,0.34,-7.301,1,"No Me Dejes de Querer - ""Flores"" del Caribe Remix",10,0.0584,131.844,4,0.694
68,0.413,Cuts Both Ways,Gloria Estefan,0.545,250067,0.356,False,1.56e-06,0.128,-14.127,1,Don't Wanna Lose You,42,0.0245,82.214,4,0.465
98,0.0104,Gloria!,Gloria Estefan,0.69,245200,0.532,False,0,0.377,-6.293,0,Don't Release Me - Wyclef Jean Mix,0,0.041,93.952,4,0.529
128,0.418,Let It Loose,Gloria Estefan,0.812,276667,0.696,False,0.0103,0.471,-11.087,1,Betcha Say That,23,0.046,124.995,4,0.863
158,0.4,Miss Little Havana,Gloria Estefan,0.438,234013,0.681,False,0,0.0588,-7.053,1,Time Is Ticking,7,0.214,162.748,4,0.604
188,0.9,The Standards,Gloria Estefan,0.472,249960,0.0882,False,0,0.104,-17.588,1,I've Grown Accustomed to His Face,17,0.0461,133.681,4,0.144
0,0.0981,Freak of Nature (Deluxe),Anastacia,0.713,219667,0.962,False,2.56e-06,0.473,-2.338,1,Freak of Nature,8,0.0732,92.046,4,0.874
30,0.0466,Heavy Rotation (Deluxe Edition),Anastacia,0.671,185160,0.855,False,5.23e-06,0.0969,-2.863,0,All Fall Down - Bonus Track,1,0.0407,129.928,4,0.524
60,0.0329,Resurrection (Deluxe),Anastacia,0.48,229587,0.937,False,3.26e-05,0.132,-3.991,1,Other Side of Crazy,2,0.166,86.004,4,0.487
90,0.0124,Evolution,Anastacia,0.513,228400,0.875,False,0.0,0.335,-4.619,0,Boxer,30,0.068,160.001,4,0.411
120,0.509,It's a Man's World,Anastacia,0.469,274786,0.673,False,0.0,0.0911,-2.652,0,Dream On,29,0.0376,151.666,4,0.168
150,0.0569,Pieces of A Dream,Anastacia,0.395,278747,0.793,False,0.0,0.0671,-3.707,1,Cowboys & Kisses,3,0.0488,151.796,4,0.488
15,0.325,Burnin' The Roadhouse Down,Steve Wariner,0.401,221000,0.288,False,1.71e-05,0.0926,-9.556,1,A Six Pack Ago,10,0.0303,82.373,3,0.208
45,0.978,Guitar Christmas,Steve Wariner,0.386,187133,0.0433,False,0.862,0.0891,-19.521,0,"God Rest Ye Merry, Gentlemen",2,0.0786,138.076,4,0.15
75,0.3,I Am Ready,Steve Wariner,0.797,241640,0.498,False,1.88e-06,0.232,-11.947,1,Everything's Gonna Be Alright,14,0.027,104.881,4,0.756
105,0.0363,Steal Another Day,Steve Wariner,0.665,236667,0.847,False,2.64e-06,0.0479,-5.409,1,Carmelita,5,0.03,150.153,4,0.948
135,0.199,The Hits,Steve Wariner,0.739,243493,0.443,False,0.0,0.129,-12.027,1,You Can Dream Of Me,23,0.0266,110.406,4,0.415
165,0.547,Two Teardrops,Steve Wariner,0.437,278000,0.23,False,2.95e-06,0.131,-12.451,1,I'll Always Have Denver,5,0.0319,135.698,4,0.175
23,0.0534,Hear My Cry,Sonique,0.715,203360,0.926,False,3.23e-05,0.474,-4.783,1,Love Is On Our Side,16,0.0445,131.957,4,0.891
0,0.477,Born To Sing,En Vogue,0.63,71000,0.742,False,0,0.484,-12.696,1,Party,16,0.456,108.488,4,0.689
30,0.00892,Funky Divas,En Vogue,0.772,249667,0.85,False,0.00309,0.0608,-6.702,1,It Ain't over Till the Fat Lady Sings,22,0.0573,106.244,4,0.344
60,0.0033,The Gift Of Christmas,En Vogue,0.647,172867,0.937,False,0,0.0282,-4.391,0,Jingle Bells (euro),4,0.206,132.017,4,0.505
18,0.44,A Hundred Miles Or More: A Collection,Alison Krauss,0.473,285040,0.689,False,0.000156,0.0939,-7.305,1,Simple Love,39,0.032,153.23,4,0.353
48,0.795,Forget About It,Alison Krauss,0.588,208533,0.504,False,8.77e-05,0.161,-10.34,1,Forget About It,35,0.0471,91.798,4,0.273
78,0.555,I've Got That Old Feeling,Alison Krauss,0.616,211707,0.254,False,6.6e-06,0.134,-11.146,1,Tonight I'll Be Lonely Too,1,0.026,98.53,3,0.285
108,0.662,Too Late To Cry,Alison Krauss,0.433,207227,0.337,False,0.00548,0.114,-17.268,1,Foolish Heart,21,0.0403,208.671,4,0.947
20,0.0319,Capital Punishment (Explicit Version),Big Punisher,0.508,259240,0.866,True,0,0.348,-4.878,0,Tres Leches (Triboro Trilogy) (feat. Prodigy & Inspektah Deck),40,0.442,188.29,4,0.476
50,0.187,Endangered Species,Big Punisher,0.723,209973,0.756,True,0.000122,0.139,-3.273,0,My World,27,0.227,82.97,4,0.227
5,0.0223,Shades Of Purple,M2M,0.698,237773,0.852,False,0.0,0.314,-4.385,1,Give a Little Love,35,0.062,101.06,4,0.678
35,0.675,The Day You Went Away,M2M,0.528,240333,0.693,False,0.0,0.141,-6.723,1,Is You,22,0.0349,101.226,4,0.523
11,0.919,A Holy Night & a Merry Christmas,Collin Raye,0.379,243856,0.096,False,0,0.724,-18.855,1,The First Noel,5,0.0332,87.327,3,0.259
41,0.127,Can't Back Down,Collin Raye,0.489,189640,0.438,False,1.43e-06,0.114,-12.451,1,What I Did For Love,3,0.0304,98.827,4,0.492
71,0.104,Everlasting,Collin Raye,0.482,252733,0.437,False,0,0.117,-6.434,1,(Everything I Do) I Do It for You,26,0.0283,133.882,4,0.149
101,0.921,His Love Remains,Collin Raye,0.408,199147,0.201,False,2.14e-06,0.174,-12.544,1,Come Thou Fount of Every Blessing (feat. Andrea Thomas),22,0.0306,141.762,4,0.404
131,0.798,In This Life,Collin Raye,0.741,186973,0.451,False,6.01e-06,0.218,-7.784,1,You Can't Take It With You,9,0.0267,121.509,4,0.597
161,0.114,Love Songs,Collin Raye,0.565,201667,0.436,False,0,0.122,-11.081,1,Survivors,22,0.0284,142.007,4,0.231
191,0.625,Still on the Line....the Songs of Glen Campbell,Collin Raye,0.569,206440,0.448,False,7.27e-05,0.0598,-10.61,1,By the Time I Get to Phoenix,9,0.025,80.95,4,0.386
221,0.0146,The Walls Came Down,Collin Raye,0.488,239427,0.413,False,5.41e-06,0.11,-11.249,0,The Eleventh Commandment,8,0.0309,89.913,4,0.0562
17,0.00137,Dance Vault Mixes - Play Your Part,Deborah Cox,0.659,231200,0.861,False,0.000429,0.361,-6.008,1,Play Your Part - Groove Junkies Radio,0,0.066,126.037,4,0.6
47,0.0133,Deborah Cox (Expanded),Deborah Cox,0.681,350733,0.721,False,0.024,0.0285,-8.567,1,Just Be Good to Me,27,0.0372,98.418,4,0.478
77,0.924,Destination Moon,Deborah Cox,0.351,234653,0.168,False,0.000105,0.101,-11.441,1,Look To The Rainbow,0,0.0379,79.009,3,0.143
107,0.121,One Wish,Deborah Cox,0.556,283800,0.659,False,0.0,0.23,-8.031,1,Love Is On The Way,20,0.0531,110.346,4,0.528
137,0.0437,The Morning After,Deborah Cox,0.654,264560,0.6,False,0.0,0.0541,-3.469,0,Starting With You,11,0.0323,119.993,4,0.206
0,0.667,Allow Us To Be Frank,Westlife,0.619,145933,0.38,False,0,0.339,-6.833,0,Ain't That a Kick In the Head,33,0.0321,131.814,4,0.582
30,0.0838,Coast To Coast,Westlife,0.538,244733,0.517,False,0,0.226,-7.309,1,Close,55,0.0285,136.049,4,0.182
60,0.0617,Gravity,Westlife,0.22,246680,0.708,False,0,0.0838,-6.99,1,Closer,40,0.0331,179.927,4,0.262
90,0.24,Turnaround,Westlife,0.579,216720,0.41,False,0,0.0958,-8.866,1,Lost in You,30,0.028,179.849,4,0.479
120,0.00133,Where We Are,Westlife,0.312,236040,0.681,False,0,0.121,-6.628,1,Reach Out,35,0.0329,179.964,4,0.222
8,0.193,Chad Brock,Chad Brock,0.662,215627,0.515,False,1.88e-06,0.0956,-6.917,1,Unbreak My Heart,10,0.0299,131.045,4,0.638
5,0.35,Covered (Edited),Macy Gray,0.706,176773,0.584,False,3.48e-05,0.106,-5.977,1,Teenagers,0,0.083,174.06,4,0.884
35,0.187,Macy Gray : Nissan Live Sets on Yahoo! Music (Edited Version),Macy Gray,0.531,229947,0.914,False,0.0,0.963,-4.38,0,Shoo Be Doo (No Words) : Nissan Live Sets on Yahoo! Music,6,0.188,89.866,4,0.61
65,0.313,On How Life Is,Macy Gray,0.593,239440,0.642,False,0.000582,0.0804,-7.284,1,I Try,73,0.0299,76.403,4,0.736
95,0.0102,Talking Book,Macy Gray,0.515,262720,0.849,False,0.00225,0.297,-5.039,1,Maybe Your Baby,0,0.0536,100.042,4,0.471
125,0.0152,the id,Macy Gray,0.585,317427,0.726,False,0.0385,0.235,-9.491,1,Forgiveness,19,0.048,169.839,4,0.764
155,0.0594,The Way,Macy Gray,0.476,234762,0.66,False,0.00854,0.104,-9.386,1,I Miss the Sex,22,0.149,169.157,3,0.85
23,0.00146,Black Toys,Zombie Nation,0.829,387859,0.639,False,0.893,0.108,-8.953,0,Talks,1,0.0581,126.151,4,0.802
53,0.0989,Zombielicious,Zombie Nation,0.625,434624,0.915,False,0.849,0.156,-6.893,1,Supercake 53,3,0.0473,131.724,4,0.884
18,0.07,Swimming In Champagne,Eric Heatherly,0.76,209440,0.644,False,1.91e-05,0.155,-8.971,1,Flowers On The Wall,43,0.0431,99.954,4,0.779
13,0.0481,Do I Speak For The World,Gerald Levert,0.72,239000,0.459,False,0,0.137,-5.613,1,Where Do We Go,14,0.0962,139.966,4,0.712
43,0.0467,Gerald's World,Gerald Levert,0.806,285267,0.432,False,0,0.109,-7.593,1,DJ Played Our Song,16,0.0308,84.052,4,0.594
73,0.0298,In My Songs,Gerald Levert,0.829,209840,0.794,False,0,0.0425,-4.438,0,Wanna Get up with You,4,0.0506,103.495,4,0.925
103,0.531,Love & Consequences,Gerald Levert,0.764,284613,0.34,False,1.34e-06,0.091,-7.178,1,Men Like Us,16,0.0466,113.813,4,0.496
133,0.287,Stroke Of Genius,Gerald Levert,0.756,213066,0.642,False,0,0.179,-5.837,0,Let It Be,14,0.116,81.828,4,0.727
10,0.0861,Based On A True Story,Lil' Mo,0.574,313507,0.602,False,0.00617,0.433,-4.269,1,She Cood Neva B Me,5,0.0284,120.08,4,0.221
40,0.412,P.S. I Love Me,Lil' Mo,0.331,305987,0.594,False,0,0.0802,-5.157,1,Higher,3,0.0388,79.485,5,0.33
70,0.0441,Tense,Lil' Mo,0.806,224000,0.739,True,3.18e-06,0.203,-8.484,1,Loud Pack,3,0.188,89.996,4,0.362
100,0.124,The Scarlet Letter,Lil' Mo,0.736,142632,0.419,False,0,0.106,-7.9,0,Chest Pain,1,0.048,123.085,4,0.285
12,0.00547,Core (Super Deluxe Edition),Stone Temple Pilots,0.43,319693,0.849,False,4.16e-05,0.0727,-8.992,0,Only Dying - Demo,33,0.0563,143.499,4,0.279
42,0.022,Core (Super Deluxe Edition),Stone Temple Pilots,0.303,348960,0.667,False,0,0.974,-8.148,0,"Creep - Live; MTV Unplugged, 11/17/93",37,0.0318,107.875,4,0.178
72,0.000209,No. 4,Stone Temple Pilots,0.411,228960,0.953,False,0.0007,0.105,-3.853,0,Down,48,0.073,134.823,4,0.216
102,0.00156,Shangri-LA DEE DA,Stone Temple Pilots,0.511,235427,0.978,False,0.000343,0.443,-4.417,1,Regeneration,28,0.0905,145.099,4,0.231
1,0.556,9,Lara Fabian,0.612,298107,0.55,False,0,0.11,-8.254,0,Un Ave Maria,20,0.0343,132.03,3,0.293
31,0.134,Camouflage,Lara Fabian,0.542,212280,0.514,False,7.12e-05,0.0972,-6.636,0,Keep the Animals Away,7,0.0298,90.954,4,0.332
61,0.688,En Toute Intimite,Lara Fabian,0.263,236973,0.362,False,1.11e-06,0.883,-11.16,1,Tout,4,0.0406,72.118,3,0.26
91,0.0684,Flesh And Bone,Lara Fabian,0.588,386000,0.775,False,9e-05,0.139,-8.795,0,Fool's Game,12,0.0368,92.639,4,0.506
121,0.917,Lara Fabian (1991),Lara Fabian,0.297,163427,0.287,False,2.61e-06,0.267,-8.644,0,Je M’arrêterai Pas De T’aimer,31,0.035,79.737,3,0.258
151,0.846,LIVE 2002,Lara Fabian,0.331,275000,0.434,False,0,0.981,-13.093,1,Pas sans toi (Live),16,0.0797,122.328,4,0.267
181,0.414,Mademoiselle Zhivago,Lara Fabian,0.462,303800,0.538,False,9.84e-05,0.119,-9.368,0,Lyubov pokhozhaya na son,24,0.0358,145.896,4,0.227
211,0.215,Pure,Lara Fabian,0.519,305907,0.662,False,0,0.0878,-7.268,1,J’ai Zappé,25,0.0379,91.581,4,0.282
241,0.905,Un Regard 9,Lara Fabian,0.441,238787,0.241,False,0,0.604,-14.829,0,Un Ave Maria (Live),12,0.0341,131.561,3,0.305
21,0.799,Aquí Está el Cordero,Son By Four,0.581,287120,0.41,False,0,0.139,-7.239,1,Aquí Está El Cordero (Versión Guitarras),14,0.0268,102.024,4,0.293
51,0.0618,Lo Esencial,Son By Four,0.821,258093,0.779,False,0.000239,0.379,-6.801,0,Sofía - Boogaloo Version,9,0.0346,128.059,4,0.893
81,0.301,Purest of Pain,Son By Four,0.686,259040,0.719,False,0,0.119,-6.752,1,With You,1,0.0294,95.983,4,0.567
5,0.319,Coverage,Mandy Moore,0.53,223240,0.892,False,0,0.0879,-3.322,1,Drop The Pilot,19,0.0478,128.224,4,0.792
35,0.008,Mandy Moore,Mandy Moore,0.515,223227,0.868,False,0,0.243,-6.252,1,Split Chick,13,0.123,143.912,4,0.63
3,0.244,Hell or Bust,Ideal,0.623,173314,0.584,True,7.34e-06,0.082,-10.992,1,This Is Life,0,0.327,180.089,4,0.653
33,0.334,Ideal,Ideal,0.712,71564,0.574,False,9.59e-06,0.234,-10.545,1,No More,8,0.0873,95.062,3,0.565
15,0.0376,Anuthatantrum,Da Brat,0.789,255977,0.648,False,9.43e-05,0.289,-7.039,1,Sittin' On Top Of The World,12,0.221,93.003,4,0.678
45,0.0182,Unrestricted,Da Brat,0.876,237573,0.649,False,0.0,0.0569,-9.797,0,What'chu Like (feat. Tyrese),0,0.25,99.999,4,0.827
20,0.00297,The Next Episode,Next,0.631,263533,0.672,False,1.83e-05,0.263,-5.929,0,Imagine That,7,0.12,170.625,4,0.404
1,0.293,Embrace,Fragma,0.705,257200,0.896,False,0.0297,0.333,-8.699,1,Embrace Me,7,0.0311,117.03,4,0.731
31,0.000158,Memory,Fragma,0.799,335624,0.552,False,0.526,0.12,-7.085,0,Memory - Klaas Dub Mix,0,0.074,130.025,4,0.519
15,0.319,Cass County (Deluxe),Don Henley,0.565,154607,0.681,False,0.0,0.0913,-6.565,1,Where I Am Now,20,0.0379,160.012,4,0.411
45,0.0921,I Can't Stand Still,Don Henley,0.76,336800,0.779,False,0.00284,0.0798,-6.639,0,Dirty Laundry,61,0.0317,98.382,4,0.956
75,0.0249,Inside Job (Live),Don Henley,0.484,424320,0.429,False,0.0,0.96,-21.417,1,"They're Not Here, They're Not Coming - Live",8,0.0535,154.834,4,0.442
14,0.00867,In A Different Light,Everclear,0.547,234520,0.956,False,4.78e-05,0.222,-4.067,1,Santa Monica,3,0.0824,93.847,4,0.485
44,0.00495,Invisible Stars,Everclear,0.535,249587,0.94,False,0.0955,0.381,-4.643,1,Promenade,0,0.0298,99.011,4,0.698
74,0.000431,So Much For The Afterglow,Everclear,0.568,231400,0.94,False,4.96e-05,0.0779,-5.401,1,Father Of Mine,64,0.0411,97.096,4,0.738
104,0.00373,Songs From An American Movie: Learning How To Smile,Everclear,0.488,255280,0.926,False,0.000305,0.365,-5.622,1,Unemployed Boyfriend,30,0.0891,94.737,4,0.76
134,0.00236,The Vegas Years,Everclear,0.378,220547,0.99,False,0.386,0.394,-2.851,1,Land Of The Lost,8,0.0832,96.971,4,0.14
14,2.1e-05,Bringing Down The Horse,The Wallflowers,0.584,229120,0.88,False,0.0114,0.0905,-6.316,1,The Difference,24,0.0339,132.402,4,0.616
44,0.00703,"Rebel, Sweetheart",The Wallflowers,0.572,224400,0.795,False,0.000418,0.161,-5.853,0,All Things New Again,1,0.0272,130.069,4,0.742
74,0.0462,The Wallflowers iTunes Originals,The Wallflowers,0.763,255253,0.73,False,4.72e-05,0.108,-4.717,1,After The Blackbird Sings (iTunes Originals Exclusive),2,0.0332,113.347,4,0.635
9,0.0119,10 Great Songs,Baha Men,0.795,194053,0.803,False,7.06e-05,0.0607,-5.1,1,Holla,10,0.0686,108.983,4,0.548
39,0.0534,Holla,Baha Men,0.793,252147,0.941,False,0,0.269,-4.111,0,Lemmeworkit,1,0.0939,135.002,4,0.85
69,0.0101,Kalik,Baha Men,0.749,269573,0.688,False,0.00258,0.047,-11.503,1,Having Some Fun (Kickin' in the Sunshine),1,0.0373,111.126,4,0.84
99,0.247,Who Let The Dogs Out,Baha Men,0.713,208533,0.963,False,0,0.125,-3.979,1,You All Dat,31,0.12,123.82,4,0.631
19,0.0151,Changing Faces,Changing Faces,0.805,240307,0.609,False,2.51e-06,0.0873,-4.938,0,Keep It Right There,23,0.109,132.109,4,0.812
6,0.528,Andpoetry,Shyne,0.632,130500,0.0844,True,0,0.293,-16.721,1,Eros,5,0.923,169.865,5,0.228
